date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:50	11379/11379	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/scottish-gaelic-features-in-the-bdl-texts/prepositions--pronouns	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse6a91.html	(from https://sites.google.com/site/deansbook/scottish-gaelic-features-in-the-bdl-texts)
14:52:51	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.151.delayed	(from https://sites.google.com/site/deansbook/about/guide)
14:52:51	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1526fb5.delayed	(from https://sites.google.com/site/deansbook/about/guide)
14:52:51	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/scottish-gaelic-features-in-the-bdl-texts/phonological	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse6f0b.html	(from https://sites.google.com/site/deansbook/scottish-gaelic-features-in-the-bdl-texts)
14:52:51	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.154.delayed	(from https://sites.google.com/site/deansbook/about/guide)
14:52:51	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1556fb5.delayed	(from https://sites.google.com/site/deansbook/about/guide)
14:52:51	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/about	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbusef28c.html	(from https://sites.google.com/site/deansbook/about/guide)
14:52:52	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.157.delayed	(from https://sites.google.com/site/deansbook/about/guide)
14:52:52	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1586fb5.delayed	(from https://sites.google.com/site/deansbook/about/guide)
14:52:52	11379/11379	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/about/guide/consonant-representation	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuseacf5.html	(from https://sites.google.com/site/deansbook/about/guide)
14:52:53	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.15a.delayed	(from https://sites.google.com/site/deansbook/about/guide)
14:52:53	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.15b6fb5.delayed	(from https://sites.google.com/site/deansbook/about/guide)
14:52:53	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/about/guide/vowel-representation	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse7aa4.html	(from https://sites.google.com/site/deansbook/about/guide)
14:52:54	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.15d.delayed	(from https://sites.google.com/site/deansbook/about/guide)
14:52:54	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.15e6fb5.delayed	(from https://sites.google.com/site/deansbook/about/guide)
14:52:54	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/about/guide/conclusion	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse39e1.html	(from https://sites.google.com/site/deansbook/about/guide)
14:52:55	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.160.delayed	(from https://sites.google.com/site/deansbook/ballads/Poem-1)
14:52:55	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1616fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/Poem-1)
14:52:55	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/about/guide/words-spelt-in-normal-gaelic-orthography	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbusec412.html	(from https://sites.google.com/site/deansbook/about/guide)
14:52:56	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.163.delayed	(from https://sites.google.com/site/deansbook/ballads/Poem-1)
14:52:56	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1646fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/Poem-1)
14:52:56	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/ballads	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse5394.html	(from https://sites.google.com/site/deansbook/ballads/Poem-1)
14:52:57	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.166.delayed	(from https://sites.google.com/site/deansbook/ballads/Poem-2)
14:52:57	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1676fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/Poem-2)
14:52:57	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-i	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse8a3c.html	(from https://sites.google.com/site/deansbook/ballads/Poem-1)
14:52:58	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.169.delayed	(from https://sites.google.com/site/deansbook/ballads/Poem-3)
14:52:58	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.16a6fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/Poem-3)
14:52:58	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-ii	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse6e29.html	(from https://sites.google.com/site/deansbook/ballads/Poem-2)
14:52:59	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.16c.delayed	(from https://sites.google.com/site/deansbook/ballads/iv-is-fada-a-nocht-a-noil-finn)
14:52:59	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.16d6fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/iv-is-fada-a-nocht-a-noil-finn)
14:52:59	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-iii	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse486e.html	(from https://sites.google.com/site/deansbook/ballads/Poem-3)
14:53:00	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.16f.delayed	(from https://sites.google.com/site/deansbook/ballads/v-ladha-deachaidh-fionn-mo-thriath)
14:53:00	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1706fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/v-ladha-deachaidh-fionn-mo-thriath)
14:53:00	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/poem-iv	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse1a6b.html	(from https://sites.google.com/site/deansbook/ballads/iv-is-fada-a-nocht-a-noil-finn)
14:53:01	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.172.delayed	(from https://sites.google.com/site/deansbook/ballads/vi-la-dha-deachaidh-se-dha-chill)
14:53:01	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1736fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/vi-la-dha-deachaidh-se-dha-chill)
14:53:01	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-v	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse3155.html	(from https://sites.google.com/site/deansbook/ballads/v-ladha-deachaidh-fionn-mo-thriath)
14:53:01	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.175.delayed	(from https://sites.google.com/site/deansbook/ballads/vii-la-dhan-deachaidh-fionn-do-dh-ol)
14:53:01	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1766fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/vii-la-dhan-deachaidh-fionn-do-dh-ol)
14:53:02	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-vi	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse637c.html	(from https://sites.google.com/site/deansbook/ballads/vi-la-dha-deachaidh-se-dha-chill)
14:53:02	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.178.delayed	(from https://sites.google.com/site/deansbook/ballads/viii-anbhfann-anocht-neart-mo-lamh)
14:53:02	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1796fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/viii-anbhfann-anocht-neart-mo-lamh)
14:53:02	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-vii	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbusef556.html	(from https://sites.google.com/site/deansbook/ballads/vii-la-dhan-deachaidh-fionn-do-dh-ol)
14:53:03	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.17b.delayed	(from https://sites.google.com/site/deansbook/ballads/ix-theighim-toisg-a-dh-fhosgladh-finn)
14:53:03	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.17c6fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/ix-theighim-toisg-a-dh-fhosgladh-finn)
14:53:03	11379/11379	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-viii	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuseae9a.html	(from https://sites.google.com/site/deansbook/ballads/viii-anbhfann-anocht-neart-mo-lamh)
14:53:04	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.17e.delayed	(from https://sites.google.com/site/deansbook/ballads/x-truagh-liom-tulach-na-feine)
14:53:04	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.17f6fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/x-truagh-liom-tulach-na-feine)
14:53:04	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-ix	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse7a69.html	(from https://sites.google.com/site/deansbook/ballads/ix-theighim-toisg-a-dh-fhosgladh-finn)
14:53:05	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.181.delayed	(from https://sites.google.com/site/deansbook/ballads/poem-xi)
14:53:05	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1826fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/poem-xi)
14:53:05	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-x	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbused140.html	(from https://sites.google.com/site/deansbook/ballads/x-truagh-liom-tulach-na-feine)
14:53:06	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.184.delayed	(from https://sites.google.com/site/deansbook/ballads/xii)
14:53:06	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1856fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/xii)
14:53:06	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-xi	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbusee104.html	(from https://sites.google.com/site/deansbook/ballads/poem-xi)
14:53:07	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.187.delayed	(from https://sites.google.com/site/deansbook/ballads/xiii)
14:53:07	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1886fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/xiii)
14:53:07	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-xii	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbusead28.html	(from https://sites.google.com/site/deansbook/ballads/xii)
14:53:08	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.18a.delayed	(from https://sites.google.com/site/deansbook/ballads/xiv)
14:53:08	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.18b6fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/xiv)
14:53:08	11379/11379	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-xiii	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse7376.html	(from https://sites.google.com/site/deansbook/ballads/xiii)
14:53:09	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.18d.delayed	(from https://sites.google.com/site/deansbook/ballads/xv)
14:53:09	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.18e6fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/xv)
14:53:09	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-xiv	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbused6f5.html	(from https://sites.google.com/site/deansbook/ballads/xiv)
14:53:10	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.190.delayed	(from https://sites.google.com/site/deansbook/ballads/xvi)
14:53:10	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1916fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/xvi)
14:53:10	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-xv	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbusee297.html	(from https://sites.google.com/site/deansbook/ballads/xv)
14:53:11	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.193.delayed	(from https://sites.google.com/site/deansbook/ballads/zvii)
14:53:11	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1946fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/zvii)
14:53:11	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-xvi	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbusea9d1.html	(from https://sites.google.com/site/deansbook/ballads/xvi)
14:53:12	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.196.delayed	(from https://sites.google.com/site/deansbook/ballads/xviii)
14:53:12	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1976fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/xviii)
14:53:12	11379/11379	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-xvii	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse7337.html	(from https://sites.google.com/site/deansbook/ballads/zvii)
14:53:13	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.199.delayed	(from https://sites.google.com/site/deansbook/ballads/xix)
14:53:13	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.19a6fb5.delayed	(from https://sites.google.com/site/deansbook/ballads/xix)
14:53:13	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-xviii	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuseaca5.html	(from https://sites.google.com/site/deansbook/ballads/xviii)
14:53:14	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.19c.delayed	(from https://sites.google.com/site/deansbook/bibliography)
14:53:14	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.19d6fb5.delayed	(from https://sites.google.com/site/deansbook/bibliography)
14:53:14	11379/11379	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/the-standards/notes-to-poem-xix	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse0f55.html	(from https://sites.google.com/site/deansbook/ballads/xix)
14:53:15	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.19f.delayed	(from https://sites.google.com/site/deansbook/bibliography)
14:53:15	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1a06fb5.delayed	(from https://sites.google.com/site/deansbook/bibliography)
14:53:15	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/bibliography/abbreviations	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse9a80.html	(from https://sites.google.com/site/deansbook/bibliography)
14:53:16	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.1a2.delayed	(from https://sites.google.com/site/deansbook/bibliography)
14:53:16	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1a36fb5.delayed	(from https://sites.google.com/site/deansbook/bibliography)
14:53:16	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/bibliography/studies-and-reference-works-cited	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse3344.html	(from https://sites.google.com/site/deansbook/bibliography)
14:53:17	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.1a5.delayed	(from https://sites.google.com/site/deansbook/system/app/pages/recentChanges)
14:53:17	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1a66fb5.delayed	(from https://sites.google.com/site/deansbook/system/app/pages/recentChanges)
14:53:17	11380/11380	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/reportAbuse?src=/bibliography/printed-collections	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/reportAbuse5e17.html	(from https://sites.google.com/site/deansbook/bibliography)
14:53:20	53885/53885	---MC-	200	added ('OK')	text/html	etag:%221305808005703|#public|en|||0%22	https://sites.google.com/site/deansbook/system/app/pages/recentChanges?offset=50	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/system/app/pages/recentChangese164.html	(from https://sites.google.com/site/deansbook/system/app/pages/recentChanges)
14:53:24	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.ico	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/_/rsrc/1297442239311/favicon.1a9.delayed	(from https://sites.google.com/site/deansbook/system/app/pages/recentChanges?offset=25)
14:53:24	0/0	---M--	302	error ('')			https://sites.google.com/site/deansbook/favicon.ico?attredirects=0	C:/My%20Web%20Sites/BDL/sites.google.com/site/deansbook/favicon.1aa6fb5.delayed	(from https://sites.google.com/site/deansbook/system/app/pages/recentChanges?offset=25)
