NS049041,Gur e mise a tha fo mhulad air an tulaich luim fhuair,,,Hù o ro hù o,Gur e mise a tha fo mhulad air an tulaich luim fhuair,"Milling , Lament","Death , Family, Brother, Drowning",Two line verse / Three line chorus,Scotland,,,,,,,,,Sound Recording,Margaret MacLean,Boisdale,1988,John Shaw,Tobar an Dualchais,,,,,,,,https://www.tobarandualchais.co.uk/track/103808?l=en ,"This waulking song is a lament by a woman for her brother who was drowned at sea. His bed has been left unmade, and his presents to her untouched.","See: Òrain Luaidh Màiri Nighean Alasdair, ed. K. C. Craig (1949), p. 48. ",,
NS049042,Tha iùbhrach uaine a' falbh DiLuain,Tha Iùbhrach Uaine a' Falbh Diluain,,,Tha iùbhrach uaine a' falbh DiLuain,Love,"Woman , Sailing , Sailor",Eight line verse,Scotland,,,,,,,,,Sound Recording,Margaret MacLean,Boisdale,1988,John Shaw,Tobar an Dualchais,,,,,,,,https://www.tobarandualchais.co.uk/track/103811?l=en ,"The composer is at sea and is thinking of the girl he loved. He has visited many lands, including India, and worked with crews of coarse lowlanders.",,,
NS049043,"Air deoch-slàinte a Ghàidheil ghasta, a ghabh an t-aiseag air a' chuan",,,Air deoch-slàinte a Ghàidheil ghasta,Thàinig iad thugainn an taobh seo,"Praise , Sailing","Clan Donald , Gael",Four line verse / Four line chorus,Nova Scotia,,,,,,,,,Sound Recording,Margaret MacLean,Boisdale,1988,John Shaw,Tobar an Dualchais,,,,,,,,https://www.tobarandualchais.co.uk/track/103813?l=en ,This song is composed in praise of a MacDonald and his clan. The composer hopes he returns home safely across the sea.,,,
NS049044,Òran an Teine,,,Bu ghranda ‘n sealladh e san eilean,Siud far an robh an teine,"Humorous , Local events and characters","Fire , People ",Four line verse / Four line chorus,Nova Scotia,Lachlan,Currie,"Lachlann MacMhuirich , Am Bàrd Ruadh",1852 - 1926,Male,"Boisdale , Ironville , Blacketts Lake , Upper Grand Mira",Cape Breton,,Sound Recording,Catherine Patterson,Benacadie Glen,24 May 1953,John Lorne Campbell,Tobar an Dualchais,,,,,,,,https://www.tobarandualchais.co.uk/track/49371?l=en ,A humorous song. In this song the bard mentions a fire in the local area. He tells about some of the people who were trying to extinguish the fire and he also tells about some of the animals that were affected by the fire.,"See: Fear na Céilidh, vol. 1 no. 7 (Sep 1928), p. 54-6. ",See: Folk Songs of Atlantic Canada website,
NS049045,Òran a' Chaimbeulaich,,,Fail oro bhon dh’fhàg sibh,'S e Iain Caimbeul an t-uasal,Praise ,"Man , Woman",Four line verse / Five line chorus,Nova Scotia,Catherine,Patterson,Catrìona nighean Ailein Chaluim Pìobaire,1872 - 1964,Female,Benacadie Glen,Cape Breton,,Sound Recording,Catherine Patterson,Benacadie Glen,24 May 1953,John Lorne Campbell,Tobar an Dualchais,,,,,,,,https://www.tobarandualchais.co.uk/track/49376?l=en ,In this song the bard is sad that the nobleman John Lorne Campbell is leaving to go overseas. The bard praises him and his wife and says that she will miss them. She also hopes that they will one day return safe and sound.,,,
NS049046,'S có bheir thu dhomhsa na ho him bó,,,,'S có bheir thu dhomhsa na ho him bó,"Clapping , Humorous","Love , Relationship",,Scotland,,,,,,,,,Sound Recording,Catherine Patterson,Benacadie Glen,24 May 1953,John Lorne Campbell,Tobar an Dualchais,,,,,,,,https://www.tobarandualchais.co.uk/track/49378?l=en ,In this humorous song a woman is asking which man she will get. She then criticises a man for having a crooked nose and she says that she will kick him into the ditch.,"See: Songs Remembered in Exile, ed. John Lorne Campbell (1999), p. 118-119. ",,
NS049047,A' chuachag nam beann,,,Ó hao ri hiù,'S a' chuachag nam beann,"Milling , Lament","Step-Mother , Mother , Children , Ill-Treatment","Split chorus , Woven",Scotland,,,,,,,,,Sound Recording,Catherine Patterson,Benacadie Glen,24 May 1953,John Lorne Campbell,Tobar an Dualchais,,,,,,,,https://www.tobarandualchais.co.uk/track/49380?l=en ,A fragment of a waulking song. In this short fragment a mother is lamenting that her children are not being well cared for by their step-mother. She hits them and treats them badly. ,"See: Songs Remembered in Exile, ed. John Lorne Campbell (1999), p. 108. ",,
NS049048,Fàilte Cheap Breatainn,,,,Tha mo chridh' an Ceap Breatainn,"Praise , Homeland , Nature","Place , Cape Breton , Gaelic",Eight line verse,Nova Scotia,Archibald Alec,MacKenzie,Gilleasbuig Eairdsidh Sheumais,1907 - 1995,Male,Christmas Island,Cape Breton,,Sound Recording,Archibald Alec MacKenzie,Rear Christmas Island,October-November 1980,Ian Patterson,Tobar an Dualchais,,,,,,,,https://www.tobarandualchais.co.uk/track/130306?l=en,A song which praises the beauty of Cape Breton. The bard also asks young people to be loyal to their language.,Composed by the contributor in 1972.,"See: History of Christmas Island Parish, A. J. MacKenzie (1984 [1926]), p. 222. ",
NS049049,Fair ithill èile ó ró,Gàidheal air Aineoil,,Fa ri’l eile o ro,Nuair dh’fhàg mi taigh mo mhàthar,"Complaint , Exile","Poverty , Wealth , Travel",Four line verse / Four line chorus,Nova Scotia,John Vincent,MacNeil,Iain Dhòmhnaill Ìomhair,1858 - 1938,Male,Benacadie Glen,Cape Breton,,Sound Recording,Archibald Alec MacKenzie,Rear Christmas Island,October-November 1980,Ian Patterson,Tobar an Dualchais,,,,,,,,https://www.tobarandualchais.co.uk/track/130321?l=en,The contributor tells the story of John MacNeil of Cape Breton who prospered when he went to America and eventually owned a large construction company in Los Angeles. He sings a song by John in which he tells of leaving home and describes his outlook on life.,,,
NS049050,Oidhche Shamhna,Laithean Éibhinn na h-Òige,Eilean Beag Donn a' Chuain (as sung by the Lochies),,Is hi ri bhi hu ri bhi tha mi cho trom,"Lament , Local events and characters","Halloween , Traditions , Gaelic",Eight line verse,Nova Scotia,Archibald Alec,MacKenzie,Gilleasbuig Eairdsidh Sheumais,1907 - 1995,Male,Christmas Island,Cape Breton,,Sound Recording,Archibald Alec MacKenzie,Rear Christmas Island,October-November 1980,Ian Patterson,Tobar an Dualchais,,,,,,,,https://www.tobarandualchais.co.uk/track/130322?l=en,The composer is alone at Halloween and reflects on how the celebrations have changed. Gaelic is declining and the way of life of the people is very different from what he remembered in his youth.,Composed by the contributor in 1974.,,
NS049051,Cairistìona Chaimbeul,,"Christy Campbell , The Miller of Drone",,,Port-à-beul,Woman,Four line verse / Four line chorus,Scotland,,,,,,,,,Sound Recording,Archibald Alec MacKenzie,Rear Christmas Island,October-November 1980,Ian Patterson,Tobar an Dualchais,,,,,,,,https://www.tobarandualchais.co.uk/track/130325?l=en,A version of a popular strathspey which had many verses. The contributor explains that this was one of the tunes which fiddlers played using a higher tuning of the G and D string.,The contributor learned this song from his father.,,
NS049052,Eilean mo Ghaoil,Òran Cheap Breatuinn,,,'S a chiall 's nach mise bha 'n eilean mo ghaoil,"Homeland , Praise",Cape Breton,Four line verse,Nova Scotia,Hugh Francis,MacKenzie,Eóghann mac Eardsaidh Sheumais,1895 - 1971,Male,Christmas Island,Cape Breton,,Sound Recording,Archibald Alec MacKenzie,Rear Christmas Island,October-November 1980,Ian Patterson,Tobar an Dualchais,,,,,,,,https://www.tobarandualchais.co.uk/track/130327?l=en,Verses from a homeland song in praise of Cape Breton.,Composed by the contributor's brother Eòghainn.,,
NS049053,'S e Ceap Breatainn tìr mo ghràidh,Òran Cheap Breatuinn,,'S e Ceap Breatann tìr mo ghràidh,Bho’n a tha mi anns an àm,"Homeland , Praise",Cape Breton,Four line verse / Four line chorus,Nova Scotia,Dan Alex,MacDonald,Dòmhnall Alasdair mac Iain 'ic Aonghais,1885 - 1972,Male,Framboise,Richmond,,Sound Recording,Archibald Alec MacKenzie,Rear Christmas Island,October 1980,Ian Patterson,Tobar an Dualchais,,,,,,,,https://www.tobarandualchais.co.uk/track/130487?l=en,The contributor sings verses from a song in praise of Cape Breton. He gives information about the composer.,"Composed by Donald Alasdair MacDonald, whose ancestors came from Harris. ","See: Songs from Framboise, eds. Effie Rankin and Kay MacDonald (1986),  p. 10. ",
NS049055,Coisich a Rùin,,,Ó ill oró,"Coisich, a rùin","Milling , Love","Man , Ship , Death","Split chorus , Woven",Scotland,,,,,,,,,Sound Recording,Catherine Patterson,Benacadie Glen,04 October 1937,John Lorne Campbell,Tobar an Dualchais,,,,,,,,https://www.tobarandualchais.co.uk/track/41492?l=en ,"This waulking song has several sections. In the first, a woman sends her wishes to her beloved John Campbell in Harris. In the section which follows, a woman describes her grief that she will not be going to the wedding of her lover but to his funeral. The final section refers to a betrothal and tells of the speaker's feelings if another girl referred to her lover.","See also: Hebridean Folksongs Vol. II, eds. J. L. Campbell & F. Collinson (1977), p. 144; Òrain Luaidh Màiri Nighean Alasdair, ed. K. C. Craig (1949), p. 36; One Hundred and Five Songs of Occupation from the Western Isles of Scotland, ed. F. Tolmie (1911), p. 211; Songs Remembered in Exile, ed. J. L. Campbell (1990), p. 92. ",,
